ID_dataset;Etat_civil;Nom;Prenoms;sexe_genre;spla.pro;Ile_en_Ile;date of birth;YEAR birth;place of birth;country_birth;date of death;year death;place of death;country_death;country of citizenship;occupation;languages;ORCID iD;Wiki_ID;ISNI;VIAF;Website;wikipage_en;wikipage_fr;wikipage_ht;len_wiki_en;len_wiki_fr;len_wiki_ht
AU;Fignolé Jean-Claude;Fignolé;Jean-Claude;m;jean-claude-fignole.4218;fignole;24/05/1941;1941;Jérémie;Haiti;11/07/2017;2017;Port-au-Prince;Haiti;Haiti;"writer;politician";French;;Q3164963;0000 0000 8132 4410;54164605;#N/A;https://en.wikipedia.org/wiki/Jean-Claude_Fignol%C3%A9;https://fr.wikipedia.org/wiki/Jean-Claude_Fignol%C3%A9;https://ht.wikipedia.org/wiki/Jean-Claude_Fignol%C3%A9;1208;4301;2785
AU;Fleurant Elie;Fleurant;Elie;m;elie-fleurant.49633;;;;Cap-Haïtien;Haiti;;;;;"United States of America;Haiti";"poet;writer";French;;;0000 0000 3887 6711;56161776;http://www.elifleurant.com;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Florival Jean;Florival;Jean;m;jean-florival.14368;;01/01/1930;1930;;;;;;;Haiti;journalist;French;;Q16946574;0000 0003 8247 1035;265511168;#N/A;0;0;https://ht.wikipedia.org/wiki/Jean_Florival;#N/A;#N/A;789
AU;Florvil Haveson;Florvil;Haveson;m;haveson-florvil.29254;;31/05/1989;1989;Ouanaminthe;Haiti;;;;;Haiti;"entrepreneur;lecturer";French;;Q96952677;;;http://www.florvilhaveson.fr.gd;0;https://fr.wikipedia.org/wiki/Haveson_Florvil;0;#N/A;10251;#N/A
AU;Fouad André;Fouad;André;m;andre-fouad.39579;;;1972;;;;;;;Haiti;poète;"Haitian Creole;French";;;;88476157;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Foucard Guignard Mercedes;Foucard Guignard;Mercedes;f;;deita;21/09/1935;1935;Port-de-Paix;Haiti;29/12/2012;2012;Pétion-Ville;Haiti;Haiti;writer;French;;Q12889446;0000 0000 3357 4423;45914128;#N/A;0;0;https://ht.wikipedia.org/wiki/D%C3%A9ita;#N/A;#N/A;3185
AU;François Yanick;François;Yanick;f;yanick-francois.39630;;;;Port-au-prince;Haiti;;;;;"Haiti;Canada";"écrivain;poète;sage-femme";French;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Frankétienne Jean-Pierre Basilic Dantor;Frankétienne;Jean-Pierre Basilic Dantor;m;franketienne.4348;franketienne;12/04/1936;1936;Ravine-Sèche;Haiti;;;;;Haiti;"painter;poet;musician;singer;novelist;artist;writer;playwright;politician";French;;Q162778;"0000 0001 2099 3255; 0000 0003 6863 4926";15916887;http://www.franketienne.com;https://en.wikipedia.org/wiki/Frank%C3%A9tienne;https://fr.wikipedia.org/wiki/Frank%C3%A9tienne;https://ht.wikipedia.org/wiki/Frank%C3%A9tienne;4446;14012;3218
AU;Franz Émilie;Franz;Émilie;f;;franz;;1941;;;;;;;Haiti;writer;French;;Q16946141;;;#N/A;0;0;https://ht.wikipedia.org/wiki/Emilie_Franz;#N/A;#N/A;741
AU;Frisch Peter;Frisch;Peter J.;m;peter-frisch.49122;;07/04/1973;1973;;;;;;;Haiti;"éditeur;auteur";French;;;0000 0004 6504 6421 ;3,2152E+19;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Gabriel Winnie Hugot ;Gabriel;Winnie Hugot ;f;winnie-hugot-gabriel-duvil.44753;;;;;;;;;;Haiti;"journaliste;avocate";French;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Gaillard-Vanté Geneviève;Gaillard-Vanté;Geneviève;f;genevieve-gaillard-vante.14110;gaillard-vante;;;Port-au-Prince;Haiti;;;;;"United States of America;Haiti";writer;French;;Q12890976;0000 0000 4708 8952;61320682;#N/A;0;0;https://ht.wikipedia.org/wiki/Genevi%C3%A8ve_Gaillard-Vant%C3%A9;#N/A;#N/A;890
AU;Garoute Jean-Claude;Garoute;Jean-Claude;m;jean-claude-garoute-tiga.5773;;09/12/1935;1935;Jérémie;Haiti;01/12/2006;2006;Miami;United States of America;Haiti;"painter;sculptor;artist";French;;Q782156;0000 0001 1479 2086;103491485;#N/A;https://en.wikipedia.org/wiki/Jean-Claude_Garoute;https://fr.wikipedia.org/wiki/Jean-Claude_Garoute;https://ht.wikipedia.org/wiki/Jean-Claude_Garoute_(Tiga);4029;16933;1282
AU;Gesner Jean-Gilles;Gesner;Jean-Gilles;m;gesner-jean-gilles.40585;;;;;;;;;;Haiti;journaliste;French;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Gousse Edgard;Gousse;Edgard;m;edgard-gousse.40411;;;1950;Jacmel;Haiti;;;;;Canada;"enseignant-chercheur;écrivain";Canadian French;;Q55725389;0000 0000 7829 939X;72683298;http://edgardgousseecrivain.unblog.fr/;0;0;0;#N/A;#N/A;#N/A
AU;Guérin Mona;Guérin;Mona;f;mona-guerin.14114;guerin;09/10/1934;1934;Port-au-Prince;Haiti;30/12/2011;2011;;;Haiti;"journalist;poet";French;;Q12894528;0000 0000 2426 5127;14789597;#N/A;https://en.wikipedia.org/wiki/Mona_Gu%C3%A9rin;0;https://ht.wikipedia.org/wiki/Mona_Gu%C3%A9rin;2977;#N/A;2810
AU;Heurtelou Maude;Heurtelou;Maude;f;maude-heurtelou.49688;;;1953;;;;;;;"Haiti;Canada";"romancière;nutritionniste";Canadian French;;Q20559271;0000 0000 7608 3149;104591151;#N/A;0;0;https://ht.wikipedia.org/wiki/Maude_Heurtelou;#N/A;#N/A;8981
AU;Hilaire Johnie;Hilaire;Johnie;m;johnie-hilaire.46291;;;;;;;;;;Haiti;poète;Haitian Creole;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Hill Lawrence;Hill;Lawrence;m;lawrence-hill.31014;;24/01/1957;1957;Newmarket;Canada;;;;;Canada;"writer;novelist";Canadian English;;Q3828146;0000 0000 7367 3418;100308975;http://www.lawrencehill.com/;0;https://fr.wikipedia.org/wiki/Lawrence_Hill_(basket-ball);0;#N/A;3222;#N/A
AU;Hurbon Laënnec;Hurbon;Laënnec;m;laennec-hurbon.5247;;21/06/1940;1940;Jacmel;Haiti;;;;;Haiti;writer;French;;Q16946779;0000 0000 7359 180X;24602927;#N/A;https://en.wikipedia.org/wiki/La%C3%ABnnec_Hurbon;0;https://ht.wikipedia.org/wiki/La%C3%ABnnec_Hurbon;4622;#N/A;1788
AU;Hyppolite Joanne;Hyppolite;Joanne;f;joanne-hyppolite.42230;;;;;;;;;;"United States of America;Haiti";romancière;"French;English";;Q16946660;0000 0000 6771 4500 ;92297887;#N/A;0;0;https://ht.wikipedia.org/wiki/Joanne_Hyppolite;#N/A;#N/A;755
AU;Jacquet Jean Emmanuel;Jacquet;Jean Emmanuel;m;jean-emmanuel-jacquet.30929;jacquet;26/12/1981;1981;Port-au-Prince;Haiti;;;;;Haiti;"director general;writer;poet;novelist";French;;Q96198910;;;#N/A;0;https://fr.wikipedia.org/wiki/Jean_Emmanuel_Jacquet;0;#N/A;5144;#N/A
AU;Jean Yanick;Jean;Yanick;f;yanick-jean.14123;jean;01/01/1946;1946;Port-au-Prince;Haiti;01/01/2000;2000;;;Haiti;writer;French;;Q3571564;0000 0000 7554 7028;106470707;#N/A;0;https://fr.wikipedia.org/wiki/Yanick_Jean;0;#N/A;5964;#N/A
AU;Jean Maguy D.;Jean;Maguy D.;f;maguy-d-jean.40383;;;;Jacmel;Haiti;;;;;Haiti;écrivain;French;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Jeanty Constant;Jeanty;Constant;m;constant-jeanty.42531;;;1936;Port-au-Prince;Haiti;;;;;"Haiti;Canada";"chorégraphe;écrivain";French;;;;317017661;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Juste-Constant Voegeli;Juste-Constant;Voegeli;m;voegeli-juste-constant.44231;;;1946;Port-au-Prince;Haiti;;;;;"Haiti;Canada";"enseignant;traducteur";"French;English;Haitian Creole";;;;38528560;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Kauss Saint-John;Kauss;Saint-John;m;saint-john-kauss.32111;kauss;21/09/1958;1958;Hinche;Haiti;;;;;"Haiti;Canada";"chercheur;écrivain";"French;Haitian Creole";;Q55217152;0000 0000 7829 6906;86008627;#N/A;0;0;0;#N/A;#N/A;#N/A
AU;Kénol Henry;Kénol;Henry;m;henry-kenol.38446;;;;;;;;;;Haiti;"journaliste;auteur";French;;;0000 0001 0833 6543;160819922;http://www.actes-sud.fr/node/44344;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Kerns Fleurimond Wiener;Kerns Fleurimond;Wiener;m;wiener-kerns-fleurimond.12584;;01/01/1958;1958;;;;;;;France;"journalist;writer";French;;Q12898302;0000 0001 0800 0839;49452017;http://www.haiti-tribune.com;0;0;https://ht.wikipedia.org/wiki/Wiener_Kerns_Fleurimond;#N/A;#N/A;5658
AU;Klang Gary;Klang;Gary;m;gary-klang.7412;klang;28/12/1941;1941;Port-au-Prince;Haiti;;;;;Haiti;"school teacher;playwright;poet";French;;Q3098578;0000 0000 7362 8019;56734287;#N/A;https://en.wikipedia.org/wiki/Gary_Klang;https://fr.wikipedia.org/wiki/Gary_Klang;https://ht.wikipedia.org/wiki/Gary_Klang;7800;10270;6712
AU;Labuchin Rassoul;Labuchin;Rassoul;m;rassoul-labuchin.6422;labuchin;01/01/1974;1974;;;;;;;Haiti;"film actor;poet;novelist";French;;Q12896004;;;#N/A;0;0;https://ht.wikipedia.org/wiki/Rassoul_Labuchin;#N/A;#N/A;1293
AU;Laferrière Dany;Laferrière;Dany;m;dany-laferriere.3366;laferriere;13/04/1953;1953;Port-au-Prince;Haiti;;;;;"Canada;Haiti";"writer;poet;novelist;screenwriter;journalist;film director";French;;Q1165217;0000 0001 2142 4759;87061403;#N/A;https://en.wikipedia.org/wiki/Dany_Laferri%C3%A8re;https://fr.wikipedia.org/wiki/Dany_Laferri%C3%A8re;https://ht.wikipedia.org/wiki/Dany_Laferri%C3%A8re;9653;42313;5774
AU;Lafortune Fred Edson;Lafortune;Fred Edson;m;fred-edson-lafortune.32114;lafortune;31/07/1982;1982;Anse-à-Veau;Haiti;;;;;Haiti;poet;French;;Q3086821;;;#N/A;0;https://fr.wikipedia.org/wiki/Fred_Edson_Lafortune;https://ht.wikipedia.org/wiki/Fred_Edson_Lafortune;#N/A;7082;3745
AU;Laguerre Alex;Laguerre;Alex;m;alex-laguerre.40412;;01/01/1967;1967;;;;;;;Haiti;writer;Haitian Creole;;Q12887205;0000 0000 5039 5160;4482572;#N/A;0;0;https://ht.wikipedia.org/wiki/Alex_Laguerre;#N/A;#N/A;2306
AU;Lahens Yanick;Lahens;Yanick;f;yanick-lahens.4107;lahens;22/12/1953;1953;Port-au-Prince;Haiti;;;;;Haiti;"radio personality;writer;short story writer";French;;Q2599418;0000 0001 0889 1002;37986271;#N/A;https://en.wikipedia.org/wiki/Yanick_Lahens;https://fr.wikipedia.org/wiki/Yanick_Lahens;https://ht.wikipedia.org/wiki/Yanick_Lahens;5379;11442;3834
AU;Laraque Paul;Laraque;Paul;m;paul-laraque.14131;laraque;21/09/1920;1920;Jérémie;Haiti;08/03/2007;2007;New York City;United States of America;Haiti;poet;French;;Q3371635;0000 0001 1025 175X;39379555;#N/A;0;https://fr.wikipedia.org/wiki/Paul_Laraque;https://ht.wikipedia.org/wiki/Paul_Laraque;#N/A;2267;808
AU;Large Josaphat-Robert;Large;Josaphat-Robert;m;josaphat-robert-large.14132;large;15/11/1942;1942;Jérémie;Haiti;28/10/2017;2017;New York City;United States of America;Haiti;"poet;novelist;art critic;writer";French;;Q531431;0000 0000 7829 7669;103807753;http://www.josaphat-robert-large.com;https://en.wikipedia.org/wiki/Josaphat-Robert_Large;https://fr.wikipedia.org/wiki/Josaphat-Robert_Large;https://ht.wikipedia.org/wiki/Josaphat-Robert_Large;10673;10083;7217
AU;Laroche Maximilien;Laroche;Maximilien;m;maximilien-laroche.14026;laroche_maximilien;05/04/1937;1937;Cap-Haïtien;Haiti;27/07/2017;2017;Quebec City;Canada;"Haiti;Canada";"writer;university teacher;literary scholar";French;;Q18926023;0000 0001 0857 9289;61548154;#N/A;0;https://fr.wikipedia.org/wiki/Maximilien_Laroche;https://ht.wikipedia.org/wiki/Maximilien_Laroche;#N/A;31447;11529
AU;Laroche Marc Léo;Laroche;Marc Léo;m;marc-leo-laroche.14133;laroche;01/01/1940;1940;;;;;;;Haiti;"sociologist;writer";French;;Q18341665;0000 0000 7884 9523;86008488;#N/A;0;0;https://ht.wikipedia.org/wiki/Marc_Laroche;#N/A;#N/A;1907
AU;Lauture Denizé;Lauture;Denizé;m;denize-lauture.14134;lauture;11/05/1946;1946;;;;;;;Haiti;writer;French;;Q12889499;0000 0000 5453 9790;7235847;#N/A;0;0;https://ht.wikipedia.org/wiki/Denize_Lauture;#N/A;#N/A;1176
AU;Lavoie Aupont Coutechève;Lavoie Aupont;Coutechève;m;coutecheve-lavoie-aupont.32104;aupont;16/10/1982;1982;Mirebalais;Haiti;;;;;Haiti;"writer;poet";French;;Q55217112;;;#N/A;0;https://fr.wikipedia.org/wiki/Coutech%C3%A8ve_Lavoie_Aupont;https://ht.wikipedia.org/wiki/Coutech%C3%A8ve_Lavoie_Aupont;#N/A;3693;1967
AU;Leconte Frantz-Antoine;Leconte;Frantz-Antoine;m;frantz-antoine-leconte.20387;;01/01/1948;1948;;;;;;;Haiti;writer;French;;Q16946241;0000 0000 8412 2312;115232564;#N/A;0;0;https://ht.wikipedia.org/wiki/Frantz_Leconte;#N/A;#N/A;1061
AU;Legagneur Serge;Legagneur;Serge;m;serge-legagneur.14135;legagneur;10/01/1937;1937;Jérémie;Haiti;30/06/2017;2017;Montreal;Canada;Haiti;poet;French;;Q12897255;0000 0000 7363 3563;73978144;#N/A;0;https://fr.wikipedia.org/wiki/Serge_Legagneur;https://ht.wikipedia.org/wiki/Serge_Legagneur;#N/A;3901;1372
AU;Léger Dimitri Elias;Léger;Dimitri Elias;m;dimitri-elias-leger.45391;;;;;;;;;;"United States of America;Haiti";"journaliste;auteur";French;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Lemoine Lucien;Lemoine;Lucien;m;lucien-lemoine.5737;lemoine;01/01/1923;1923;Haiti;Haiti;13/01/2010;2010;Dakar;Senegal;"Haiti;Senegal";poet;French;;Q26252366;0000 0000 2825 2745;14838039;#N/A;0;0;0;#N/A;#N/A;#N/A
AU;Léonidas Jean-Robert;Léonidas;Jean-Robert;m;jean-robert-leonidas.14137;leonidas;11/06/1946;1946;Jérémie;Haiti;;;;;Haiti;physician writer;French;;Q3169950;0000 0001 0879 1247;23852925;#N/A;0;https://fr.wikipedia.org/wiki/Jean-Robert_L%C3%A9onidas;https://ht.wikipedia.org/wiki/Jean-Robert_L%C3%A9onidas;#N/A;7062;6381
AU;Lominy J.M.;Lominy;J.M.;m;j-m-lominy.39539;;;;Port-au-Prince;Haiti;;;;;"United States of America;Haiti";"infirmier; ancien militaire; auteur";French;;;;;http://jmlominy.com/;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Lucas Rafaël;Lucas;Rafaël;m;rafael-lucas.20069;;;;;;;;;;"Haiti;France";enseignant-chercheur;French;;;0000 0000 0080 5272 ;24620275;http://mondesfrancophones.com/author/rlucas/;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Magloire Nadine;Magloire;Nadine;f;nadine-magloire.32116;magloire_nadine;10/02/1932;1932;Port-au-Prince;Haiti;;;;;Haiti;novelist;French;;Q47571408;;;#N/A;https://en.wikipedia.org/wiki/Nadine_Magloire;0;0;2232;#N/A;#N/A
WIKI;Leslie Manigat;Manigat;Leslie;m;;;16/08/1930;1930;Port-au-Prince;Haiti;27/06/2014;2014;Port-au-Prince;Haiti;Haiti;"politician;academic;writer";French;;Q470492;0000 0000 8164 7009;92118704;#N/A;https://en.wikipedia.org/wiki/Leslie_Manigat;https://fr.wikipedia.org/wiki/Leslie_Manigat;https://ht.wikipedia.org/wiki/Leslie_Manigat;6205;9822;1389
AU;Manigat Jr. Angelucci;Manigat Jr.;Angelucci;m;angelucci-manigat.14141;manigat;01/01/1963;1963;Port-au-Prince;Haiti;;;;;Haiti;writer;Haitian Creole;;Q12887389;;;#N/A;0;0;https://ht.wikipedia.org/wiki/Angelucci_Manigat,_Jr.;#N/A;#N/A;795
AU;Mars Kettly;Mars;Kettly;f;kettly-mars.7317;mars;03/09/1958;1958;Port-au-Prince;Haiti;;;;;Haiti;"writer;poet";French;;Q3195618;0000 0000 8354 584X;7664185;#N/A;https://en.wikipedia.org/wiki/Kettly_Mars;https://fr.wikipedia.org/wiki/Kettly_Mars;https://ht.wikipedia.org/wiki/Kettly_Mars;9651;6812;4034
AU;Martelly Stéphane;Martelly;Stéphane;f;stephane-martelly.6345;martelly;01/01/1974;1974;Port-au-Prince;Haiti;;;;;Haiti;writer;French;;Q18636498;0000 0000 7364 3817;17386405;#N/A;0;0;https://ht.wikipedia.org/wiki/Stephane_Martelly;#N/A;#N/A;3060
AU;Mathieu Marie-Soeurette;Mathieu;Marie-Soeurette;f;;mathieu;10/08/1949;1949;Port-au-Prince;Haiti;;;;;Canada;"poet;writer;novelist";French;;Q468040;0000 0001 1492 8510;65739650;#N/A;https://en.wikipedia.org/wiki/Marie-S%C5%93urette_Mathieu;https://fr.wikipedia.org/wiki/Marie-S%C5%93urette_Mathieu;https://ht.wikipedia.org/wiki/Marie-S%C5%93urette_Mathieu;2663;6796;2174
AU;Mathurin Rodolphe;Mathurin;Rodolphe;m;rodolphe-mathurin-sonson-mathurin.40382;;09/12/1967;1967;Port-au-Prince;Haiti;;;;;Haiti;"novelist;teacher;short story writer";French;;Q83521548;0000 0003 7142 7047;251038722;#N/A;0;https://fr.wikipedia.org/wiki/Rodolphe_Mathurin;0;#N/A;3884;#N/A
AU;Maurouard Elvire;Maurouard;Elvire;f;elvire-maurouard.5772;maurouard;01/01/1971;1971;Jérémie;Haiti;;;;;Haiti;writer;French;;Q12890330;0000 0001 1038 8115;12488209;#N/A;0;0;https://ht.wikipedia.org/wiki/Elvire_Maurouard;#N/A;#N/A;3895
AU;Merisier Emilio;Merisier;Emilio;m;emilio-merisier.19581;;;1992;Port-au-Prince;Haiti;;;;;"United States of America;Haiti";poète;"French;English";;;;;http://www.shelterofpoetry.webs.com;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Métellus Jean;Métellus;Jean;m;jean-metellus.5240;metellus;30/04/1937;1937;Jacmel;Haiti;04/01/2014;2014;Bonneuil-sur-Marne;France;Haiti;"poet;essayist;novelist;neurologist;playwright";French;;Q3173661;0000 0001 1038 4448;12312423;http://www.jeanmetellus.com;https://en.wikipedia.org/wiki/Jean_Metellus;https://fr.wikipedia.org/wiki/Jean_M%C3%A9tellus;https://ht.wikipedia.org/wiki/Jean_Metellus;2833;8799;4450
AU;Michel Emeline;Michel;Emeline;f;emeline-michel.6661;;01/01/1967;1967;Gonaïves;Haiti;;;;;Haiti;"singer-songwriter;singer";French;;Q5370358;0000 0000 7365 6386;44495833;http://www.emeline-michel.com;https://en.wikipedia.org/wiki/Emeline_Michel;https://fr.wikipedia.org/wiki/%C3%89meline_Michel;https://ht.wikipedia.org/wiki/Emeline_Michel;2034;13575;3647
AU;Michel G. Bertrand;Michel;G. Bertrand;m;g-bertrand-michel.39804;;;;Port-au-Prince;Haiti;;;;;Haiti;enseignant-chercheur;French;;Q3309004;;133938850;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Milard Martine;Milard;Martine;f;martine-milard.39817;;;1978;;;;;;;Haiti;"journaliste;peintre";French;;;;79225128;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Milcé Jean-Euphèle;Milcé;Jean-Euphèle;m;jean-euphele-milce.14143;milce;01/01/1969;1969;;;;;;;Haiti;"writer;poet;journalist";French;;Q12891863;0000 0001 2145 6507;101168619;#N/A;0;https://fr.wikipedia.org/wiki/Jean-Euph%C3%A8le_Milc%C3%A9;https://ht.wikipedia.org/wiki/Jean-Euph%C3%A8le_Milc%C3%A9;#N/A;6150;2145
AU;Moïse Serge H.;Moïse;Serge H.;m;serge-h-moise.49711;;;1942;;;;;;;"Haiti;Canada";"avocat;auteur";French;;;;309817046;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Moïse Lenelle;Moïse;Lenelle;f;lenelle-moise.39606;;01/01/1980;1980;Port-au-Prince;Haiti;;;;;"United States of America;Haiti";"poet;actor;playwright;writer";"French;English";;Q6522408;0000 0004 2337 5745;305856687;http://www.lenellemoise.com/;https://en.wikipedia.org/wiki/Lenelle_Mo%C3%AFse;0;https://ht.wikipedia.org/wiki/Lenelle_Mo%C3%AFse;4600;#N/A;1500
AU;Mondesir Jean Billy;Mondesir;Jean Billy;m;jean-billy-mondesir.38629;;;1984;Cayes;Haiti;;;;;Haiti;"bibliothécaire;auteur";"Haitian Creole; French";;;;8,15E+18;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Monnin Michel;Monnin;Michel;m;;monnin;01/01/1941;1941;;;;;;;Switzerland;writer;French;;Q6836494;0000 0000 2563 1213;71568689;#N/A;https://en.wikipedia.org/wiki/Michel_Monnin;0;0;1205;#N/A;#N/A
AU;Narcisse J.-P. Richard;Narcisse;J.-P. Richard;m;;narcisse;19/06/1961;1961;Port-au-Prince;Haiti;;;;;Haiti;"poète;dramaturge";"Haitian Creole; French";;Q55217260;0000 0000 9978 1521 ;148174045;#N/A;0;0;0;#N/A;#N/A;#N/A
AU;Neptune Miriam;Neptune;Miriam;f;miriam-neptune.14781;;;;;;;;;;Haiti;"bibliothécaire;formatrice";French;;;;;http://neptunemir.github.io/webpage/;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Nerette Leslie Gaëlle;Nerette;Leslie Gaëlle;f;leslie-gaelle-nerette.16703;;;;;;;;;;Haiti;"peintre;designer;graphiste";French;;;;;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
AU;Noël James;Noël;James;m;;noel;01/01/1978;1978;Hinche;Haiti;;;;;Haiti;"children's writer;actor;poet";French;;Q3161308;0000 0000 7851 2357;58863888;#N/A;https://en.wikipedia.org/wiki/James_No%C3%ABl_(poet);https://fr.wikipedia.org/wiki/James_No%C3%ABl;https://ht.wikipedia.org/wiki/James_No%C3%ABl;2784;12200;4469
AU;Ollivier Émile;Ollivier;Émile;m;;ollivier;11/02/1940;1940;Port-au-Prince;Haiti;10/11/2002;2002;Montreal;Canada;Haiti;writer;French;;Q286293;0000 0001 1030 5455;87423596;#N/A;https://en.wikipedia.org/wiki/%C3%89mile_Ollivier;https://fr.wikipedia.org/wiki/%C3%89mile_Ollivier_(homme_politique);0;18163;22479;#N/A
AU;Orcel Makenzy;Orcel;Makenzy;m;;orcel;18/09/1983;1983;Port-au-Prince;Haiti;;;;;Haiti;writer;French;;Q3280752;0000 0001 2145 7331;101540165;#N/A;0;https://fr.wikipedia.org/wiki/Makenzy_Orcel;https://ht.wikipedia.org/wiki/Makenzy_Orcel;#N/A;5100;3243
AU;Papillon Margaret;Papillon;Margaret;f;;papillon_margaret;14/11/1958;1958;Port-au-Prince;Haiti;;;;;Haiti;writer;French;;Q12894055;0000 0000 5160 1149;46871390;#N/A;0;0;https://ht.wikipedia.org/wiki/Margaret_Papillon;#N/A;#N/A;1104
AU;Papillon Iléus;Papillon;Iléus;m;;papillon_ileus;08/06/1984;1984;Haiti;Haiti;;;;;Haiti;"writer;poet;journalist";French;;Q55217189;;308246796;#N/A;0;https://fr.wikipedia.org/wiki/Il%C3%A9us_Papillon;https://ht.wikipedia.org/wiki/Il%C3%A9us_Papillon;#N/A;4022;3860
AU;Paret Roland;Paret;Roland;m;;paret;01/01/1943;1943;Cap-Haïtien;Haiti;;;;;Haiti;"film director;writer";French;;Q18607375;0000 0000 7418 7999;77542865;#N/A;0;0;https://ht.wikipedia.org/wiki/Roland_Paret;#N/A;#N/A;1186
AU;Pasquet Fabienne;Pasquet;Fabienne;f;;pasquet_fabienne;22/12/1954;1954;Geneva;Switzerland;;;;;France;"writer;actor;translator";French;;Q12890543;0000 0000 3197 2479;69067500;#N/A;0;0;https://ht.wikipedia.org/wiki/Fabienne_Pasquet;#N/A;#N/A;952
AU;Pasquet Jean-Marc;Pasquet;Jean-Marc;m;;pasquet_jean-marc;01/01/1959;1957;;Suisse;;;;;Switzerland;writer;French;;Q12891869;0000 0000 5622 2383;17339130;#N/A;0;0;https://ht.wikipedia.org/wiki/Jean-Marc_Pasquet;#N/A;#N/A;737
AU;Paul Cauvin;Paul;Cauvin;m;;paul;03/03/1942;1942;Port-de-Paix;Haiti;;;;;Haiti;writer;Haitian Creole;;Q12888685;0000 0000 7364 2080;12482254;#N/A;0;0;https://ht.wikipedia.org/wiki/Cauvin_Paul;#N/A;#N/A;829
AU;Péan Stanley;Péan;Stanley;m;;pean;31/03/1966;1966;Port-au-Prince;Haiti;;;;;"Haiti;Canada";"writer;children's writer";French;;Q3496855;0000 0000 7361 3175;12423959;#N/A;0;https://fr.wikipedia.org/wiki/Stanley_P%C3%A9an;https://ht.wikipedia.org/wiki/Stanley_P%C3%A9an;#N/A;14474;3516
AU;Phelps Anthony;Phelps;Anthony;m;;phelps;25/08/1928;1928;Port-au-Prince;Haiti;;;;;Haiti;"writer;playwright;poet";French;;Q2852916;0000 0001 1047 1891;27080479;#N/A;0;https://fr.wikipedia.org/wiki/Anthony_Phelps;https://ht.wikipedia.org/wiki/Anthony_Phelps;#N/A;16675;13349
AU;Pierre Claude C.;Pierre;Claude C.;m;;pierre_claude;28/02/1941;1941;Corail, Grand'Anse;Haiti;24/06/2017;2017;Canada;Canada;Haiti;poet;French;;Q2977119;0000 0000 7363 1189;66592624;#N/A;0;https://fr.wikipedia.org/wiki/Claude_C._Pierre;https://ht.wikipedia.org/wiki/Claude_Pierre;#N/A;3999;2772
AU;Pierre-Dahomey Néhémy;Pierre-Dahomey;Néhémy;m;;pierre-dahomey;;1986;Port-au-Prince;Haiti;;;;;"Haiti;France";écrivain;French;;Q55217188;0000 0004 5949 2249;;#N/A;0;0;0;#N/A;#N/A;#N/A
AU;Poujol Oriol Paulette;Poujol Oriol;Paulette;f;;poujol-oriol;12/05/1926;1926;Port-au-Prince;Haiti;11/03/2011;2011;;;Haiti;"actor;novelist;writer";French;;Q12895266;0000 0000 3286 5675;21358336;#N/A;https://en.wikipedia.org/wiki/Paulette_Poujol-Oriol;0;https://ht.wikipedia.org/wiki/Paulette_Poujol_Oriol;8460;#N/A;1566
AU;Prophète Emmelie;Prophète;Emmelie;f;;prophete_emmelie;15/06/1971;1971;Port-au-Prince;Haiti;;;;;Haiti;"journalist;poet;writer";French;;Q3053007;0000 0001 2131 5552;47904412;#N/A;https://en.wikipedia.org/wiki/Emmelie_Proph%C3%A8te;https://fr.wikipedia.org/wiki/Emmelie_Proph%C3%A8te;https://ht.wikipedia.org/wiki/Emmelie_Proph%C3%A8te;2360;4337;2597
AU;Régis Guy;Régis;Guy;m;;regis;01/01/1974;1974;Port-au-Prince;Haiti;;;;;Haiti;"writer;director;playwright";French;;Q2396474;0000 0001 2207 5263;170304147;#N/A;0;https://fr.wikipedia.org/wiki/Guy_Junior_R%C3%A9gis;https://ht.wikipedia.org/wiki/Guy_Junior_R%C3%A9gis;#N/A;15312;2706
