id_auth;content;type;ana
Jeanie_Bogart;s’;PER;
Jeanie_Bogart;Diseuse;PER;
Jeanie_Bogart;Jeanie Bogart;PER;
Jeanie_Bogart;Franz Benjamin;PER;
Jeanie_Bogart;Tanlapli;PER;
Jeanie_Bogart;Word Play;ORG;
Jeanie_Bogart;Medicine Show Theatre;ORG;
Jeanie_Bogart;New York;LOC;
Jeanie_Bogart;Ferguson Library;LOC;
Jeanie_Bogart;Connecticut;LOC;
Jeanie_Bogart;Poetry Slam;LOC;
Jeanie_Bogart;Celebrating Haitian;PER;
Jeanie_Bogart;Bronx;LOC;
Jeanie_Bogart;Journée;PER;
Jeanie_Bogart;Jamaica;LOC;
Jeanie_Bogart;New York;LOC;
Jeanie_Bogart;Words Without Borders;PER;
Jeanie_Bogart;Cambridge;LOC;
Jeanie_Bogart;Massachusetts;LOC;
Jeanie_Bogart;Haïti;LOC;
Jeanie_Bogart;Jeanie Bogart;PER;
Jeanie_Bogart;États-Unis;LOC;
Jeanie_Bogart;Haïti;LOC;
Jeanie_Bogart;États-Unis;LOC;
Jeanie_Bogart;Amériques;LOC;
Jeanie_Bogart;Afrique;LOC;
Jeanie_Bogart;Océan indien;LOC;
Jeanie_Bogart;Plaisir des Mots;LOC;
Jeanie_Bogart;Poésie;LOC;
Jeanie_Bogart;Monde;ORG;
Jeanie_Bogart;Monde;ORG;
Jeanie_Bogart;Francophonie;LOC;
Jeanie_Bogart;Bordeaux;LOC;
Jeanie_Bogart;France;LOC;
Jeanie_Bogart;NY;LOC;
Jeanie_Bogart;Connecticut;LOC;
Jeanie_Bogart;Maison de la Poésie;LOC;
Jeanie_Bogart;Belgique;LOC;
Jeanie_Bogart;Montréal;LOC;
Jeanie_Bogart;Lire;LOC;
Jean_Andre_Constant;Jean André Constant;PER;Jean
Jean_Andre_Constant;Cayes;LOC;
Jean_Andre_Constant;Sud;LOC;
Jean_Andre_Constant;Haïti;LOC;
Jean_Andre_Constant;Sainte;LOC;
Jean_Andre_Constant;Famille;LOC;
Jean_Andre_Constant;Saint;PER;
Jean_Andre_Constant;Jean des Cayes;PER;Jean
Jean_Andre_Constant;l’Université d’Haïti;LOC;
Jean_Andre_Constant;Universidad de Puerto Rico;ORG;
Jean_Andre_Constant;University of Connecticut School of Social Work;ORG;
Jean_Andre_Constant;Hartford;LOC;
Jean_Andre_Constant;Connecticut;LOC;
Jean_Andre_Constant;USA;LOC;
Jean_Andre_Constant;Polyglotte;PER;
Jean_Andre_Constant;Bicentenaire;LOC;
Jean_Andre_Constant;Haïti;LOC;
Jean_Andre_Constant;Institute for Community;ORG;
Jean_Andre_Constant;Hartford;LOC;
Jean_Andre_Constant;Connecté;PER;
Jean_Andre_Constant;Haitian Politics;PER;
Jean_Andre_Constant;Constant;PER;
Jean_Andre_Constant;s’;PER;
Jean_Andre_Constant;Jean André;PER;Jean
Jean_Andre_Constant;Montréal Saint;ORG;
Jean_Andre_Constant;John Kauss;PER;
Jean_Andre_Constant;French Accent;PER;
Jean_Andre_Constant;l’;LOC;
Jean_Andre_Constant;s’;PER;
Jean_Andre_Constant;Konbit;PER;
Jean_Andre_Constant;Micro;PER;
Jean_Andre_Constant;Radyo Men Kontre des Cayes;PER;
Jean_Andre_Constant;République démocratique du Congo;LOC;
Jean_Andre_Constant;Maguy Métellus;PER;
Nadine_Magloire;Nadine Magloire;PER;
Nadine_Magloire;Port-au-Prince;LOC;
Nadine_Magloire;Carmen Brouard;PER;
Nadine_Magloire;Carl Brouard;PER;
Nadine_Magloire;Jean Magloire;PER;Jean
Nadine_Magloire;Auguste Magloire;PER;
Nadine_Magloire;Raphaël Brouard;PER;
Nadine_Magloire;Port-au-Prince;LOC;
Nadine_Magloire;Sainte Rose de Lima;PER;
Nadine_Magloire;Cultivée;PER;
Nadine_Magloire;Montréal;LOC;
Nadine_Magloire;Paris;LOC;
Nadine_Magloire;Londres;LOC;
Nadine_Magloire;s’;LOC;
Nadine_Magloire;Montréal;LOC;
Nadine_Magloire;lycée Marie-de-France;LOC;
Nadine_Magloire;Centre;LOC;
Nadine_Magloire;Études;LOC;
Nadine_Magloire;Paris;LOC;
Nadine_Magloire;Port-au-Prince;LOC;
Nadine_Magloire;École Normale Supérieure;ORG;
Nadine_Magloire;l’Université;LOC;
Nadine_Magloire;Nadine Magloire;PER;
Nadine_Magloire;Haïti;LOC;
Nadine_Magloire;Audacieux;LOC;
Nadine_Magloire;L’;LOC;
Nadine_Magloire;Simone de Beauvoir;PER;
Nadine_Magloire;l’Institut Français;LOC;
Nadine_Magloire;Port-au-Prince;LOC;
Nadine_Magloire;Haïti;LOC;
Nadine_Magloire;Canada;LOC;
Nadine_Magloire;s’;LOC;
Nadine_Magloire;Montréal;LOC;
Nadine_Magloire;Montréal;LOC;
Nadine_Magloire;Annie;LOC;
Nadine_Magloire;Annie;LOC;
Nadine_Magloire;Multi;LOC;
Nadine_Magloire;s’;PER;
Nadine_Magloire;Nadine Magloire;PER;
Nadine_Magloire;s’;PER;
Nadine_Magloire;Joëlle Vitiello;PER;
Nadine_Magloire;Nadine Magloire;PER;
Nadine_Magloire;Port-au-Prince;LOC;
Nadine_Magloire;Carmen Brouard;PER;
Nadine_Magloire;Carl Brouard;PER;
Nadine_Magloire;Jean Magloire;PER;Jean
Nadine_Magloire;Auguste Magloire;PER;
Nadine_Magloire;Raphaël Brouard;PER;
Nadine_Magloire;Port-au-Prince;LOC;
Rassoul_Labuchin;Joseph Yves Médard;PER;
Rassoul_Labuchin;Rassoul Labuchin;PER;
Rassoul_Labuchin;Pétion;LOC;
Rassoul_Labuchin;Ville;LOC;
Rassoul_Labuchin;Rassoul Labuchin;PER;
Rassoul_Labuchin;Mouvement Théâtral Ouvrier;ORG;
Rassoul_Labuchin;MTO;ORG;
Rassoul_Labuchin;l’Intersyndical d’Haïti;PER;
Rassoul_Labuchin;Ulrick Joly;PER;
Rassoul_Labuchin;MTO;ORG;
Rassoul_Labuchin;l’Intersyndical;PER;
Rassoul_Labuchin;Haïti;LOC;
Rassoul_Labuchin;François Duvalier;PER;
Rassoul_Labuchin;Rassoul;LOC;
Rassoul_Labuchin;Parti d’;ORG;
Rassoul_Labuchin;Jacques;PER;
Rassoul_Labuchin;Stephen Alexis;PER;
Rassoul_Labuchin;Rassoul;LOC;
Rassoul_Labuchin;Leconte de Port-au-Prince;PER;
Rassoul_Labuchin;Volontaires;LOC;
Rassoul_Labuchin;Papa Doc;PER;
Rassoul_Labuchin;Casernes;LOC;
Rassoul_Labuchin;François Duvalier;PER;
Rassoul_Labuchin;Rassoul;PER;
Rassoul_Labuchin;Radio;LOC;
Rassoul_Labuchin;Caraïbes;LOC;
Rassoul_Labuchin;Fort;LOC;
Rassoul_Labuchin;Dimanche;LOC;
Rassoul_Labuchin;Rassoul;LOC;
Rassoul_Labuchin;Duvaliers;LOC;
Rassoul_Labuchin;François Mitterrand;PER;
Rassoul_Labuchin;Danielle;PER;
Rassoul_Labuchin;d’;PER;
Rassoul_Labuchin;Sophie Marceau;PER;
Rassoul_Labuchin;Rassoul;LOC;
Rassoul_Labuchin;France;LOC;
Rassoul_Labuchin;Haïti;LOC;
Rassoul_Labuchin;Rassoul;LOC;
Rassoul_Labuchin;Marceau;LOC;
Rassoul_Labuchin;Rassoul Labuchin;PER;
Rassoul_Labuchin;l’Institut;LOC;
Rassoul_Labuchin;Haïti;LOC;
Rassoul_Labuchin;Théâtre national d’Haïti;LOC;
Rassoul_Labuchin;Jean;PER;Jean
Rassoul_Labuchin;Bertrand Aristide;PER;
Rassoul_Labuchin;Rassoul Labuchin;PER;
Rassoul_Labuchin;Port-au-Prince;LOC;
Rassoul_Labuchin;Maryaj Lenglensou;PER;
Rassoul_Labuchin;Port-au-Prince;LOC;
Rassoul_Labuchin;Haiti;LOC;
Rassoul_Labuchin;Ipharès Blain;PER;
Rassoul_Labuchin;Rassoul Labuchin;PER;
Rassoul_Labuchin;Maryaj Lenglensou;PER;
Rassoul_Labuchin;Haiti;LOC;
Rassoul_Labuchin;Rassoul;LOC;
Rassoul_Labuchin;Conjonction de l’Institut français;ORG;
Rassoul_Labuchin;Rassoul;LOC;
Rassoul_Labuchin;Aurélien;PER;
Rassoul_Labuchin;Maurice Failevic;PER;
Rassoul_Labuchin;Raphaël Stines;PER;
Rassoul_Labuchin;Montréal;LOC;
Rassoul_Labuchin;Haïti;PER;
Rassoul_Labuchin;Rassoul Labuchin;PER;
Rassoul_Labuchin;Mylène Dorcé;PER;
Rassoul_Labuchin;Port-au-Prince;LOC;
Rassoul_Labuchin;Haïti;LOC;
Rassoul_Labuchin;Joseph Yves Médard;PER;
Rassoul_Labuchin;Rassoul Labuchin;PER;
Rassoul_Labuchin;Port-;LOC;
Rassoul_Labuchin;Mariaj Lenglensou;PER;
Rassoul_Labuchin;Federico Garcia;PER;
Rassoul_Labuchin;Haïti;PER;
Rassoul_Labuchin;Rassoul Labuchin;PER;
Rassoul_Labuchin;Duvallier;PER;
Rassoul_Labuchin;Jacques Stephen Alexis;PER;
Rassoul_Labuchin;Prosper Avril;PER;
Rassoul_Labuchin;Sophie Marceau;PER;
Rassoul_Labuchin;Francis Girod Descente;PER;
Rassoul_Labuchin;Maurice Faillevic;PER;
Rassoul_Labuchin;Scénariste;PER;
Rassoul_Labuchin;Francis Girod;PER;
Rassoul_Labuchin;Maurice Faillevic;PER;
Gary_Klang;Gary Klang;PER;
Gary_Klang;Port-au-Prince;LOC;
Gary_Klang;Haïti;LOC;
Gary_Klang;Paris;LOC;
Gary_Klang;Sorbonne;LOC;
Gary_Klang;Marcel Proust;PER;
Gary_Klang;Klang;PER;
Gary_Klang;Montréal;LOC;
Gary_Klang;Éditions La Presse;ORG;
Gary_Klang;Université de Montréal;ORG;
Gary_Klang;SNC;ORG;
Gary_Klang;Lavalin;ORG;
Gary_Klang;Canada;LOC;
Gary_Klang;Québec;LOC;
Gary_Klang;France;LOC;
Gary_Klang;Union des écrivains québécois;ORG;
Gary_Klang;UNEQ;ORG;
Gary_Klang;PEN Club;ORG;
Gary_Klang;Société des écrivains canadiens;ORG;
Gary_Klang;Montréal;LOC;
Gary_Klang;Gary Klang;PER;
Gary_Klang;Union Française;ORG;
Gary_Klang;Montréal;LOC;
Gary_Klang;la France;LOC;
Gary_Klang;Festival International de Poésie de Trois;ORG;
Gary_Klang;Québec;LOC;
Gary_Klang;Montréal;LOC;
Gary_Klang;Conseil des Écrivains francophones d’Amérique;ORG;
Gary_Klang;Haïti;LOC;
Gary_Klang;Gary Klang;PER;
Gary_Klang;Sorbonne;LOC;
Gary_Klang;PEN Club international;ORG;
Gary_Klang;Union des écrivains québécois;ORG;
Gary_Klang;Écrivains francophones d'Amérique;LOC;
Gary_Klang;Montréal;LOC;
Gary_Klang;Gary Klang;PER;
Gary_Klang;Montréal;LOC;
Fred_Edson_Lafortune;Fred Edson Lafortune;PER;
Fred_Edson_Lafortune;Anse-à-Veau;LOC;
Fred_Edson_Lafortune;Haïti;LOC;
Fred_Edson_Lafortune;s’;PER;
Fred_Edson_Lafortune;Astruc;LOC;
Fred_Edson_Lafortune;Anse-à-Veau;LOC;
Fred_Edson_Lafortune;Port-au-Prince;LOC;
Fred_Edson_Lafortune;Faculté de Droit des Gonaïves;ORG;
Fred_Edson_Lafortune;École Normale;ORG;
Fred_Edson_Lafortune;Haïti;LOC;
Fred_Edson_Lafortune;Paris;LOC;
Fred_Edson_Lafortune;Société des Poètes Français;ORG;
Fred_Edson_Lafortune;SPF;ORG;
Fred_Edson_Lafortune;Europe;LOC;
Fred_Edson_Lafortune;Collège de France;LOC;
Fred_Edson_Lafortune;France;LOC;
Fred_Edson_Lafortune;Paris;LOC;
Fred_Edson_Lafortune;Planète Mots;PER;
Fred_Edson_Lafortune;l’Onde Poétique;PER;
Fred_Edson_Lafortune;Radio Enghien;LOC;
Fred_Edson_Lafortune;Fred Edson Lafortune;PER;
Fred_Edson_Lafortune;Salon du Livre de Paris;LOC;
Fred_Edson_Lafortune;Cahier Haïti;PER;
Fred_Edson_Lafortune;James Noël;PER;
Fred_Edson_Lafortune;Guillaume Truilhé;PER;
Fred_Edson_Lafortune;Chaine de Télévision Toulousaine;LOC;
Fred_Edson_Lafortune;Européenne;LOC;
Fred_Edson_Lafortune;CT2E;LOC;
Fred_Edson_Lafortune;Gérard Noiret;PER;
Fred_Edson_Lafortune;Théâtre 95;LOC;
Fred_Edson_Lafortune;Cergy;LOC;
Fred_Edson_Lafortune;Villeneuve-sur-Yonne;LOC;
Fred_Edson_Lafortune;Bourgogne;LOC;
Fred_Edson_Lafortune;Baptiste;LOC;
Fred_Edson_Lafortune;Marrey;PER;
Fred_Edson_Lafortune;Jean;PER;Jean
Fred_Edson_Lafortune;Louis Gerbaud;PER;
Fred_Edson_Lafortune;Haïti;LOC;
Fred_Edson_Lafortune;Haïti;LOC;
Fred_Edson_Lafortune;France;LOC;
Fred_Edson_Lafortune;New York;LOC;
Fred_Edson_Lafortune;Île;LOC;
Fred_Edson_Lafortune;Île;LOC;
Fred_Edson_Lafortune;Fred Edson Lafortune;PER;
Fred_Edson_Lafortune;Port-au-Prince;LOC;
Fred_Edson_Lafortune;Il Convivio;LOC;
Fred_Edson_Lafortune;Fred Edson Lafortune;PER;
Fred_Edson_Lafortune;Oubliés;LOC;
Fred_Edson_Lafortune;L’;LOC;
Fred_Edson_Lafortune;Lafortune;PER;
Fred_Edson_Lafortune;L’;LOC;
Fred_Edson_Lafortune;Saint;LOC;
Fred_Edson_Lafortune;Cloud;PER;
Fred_Edson_Lafortune;Auber;PER;
Fred_Edson_Lafortune;Groslay;PER;
Fred_Edson_Lafortune;c’;PER;
Fred_Edson_Lafortune;s’;PER;
Fred_Edson_Lafortune;Maria Rilke;PER;
Fred_Edson_Lafortune;Thématique;LOC;
Fred_Edson_Lafortune;Portant;LOC;
Fred_Edson_Lafortune;L’;LOC;
Fred_Edson_Lafortune;Fred Edson Lafortune;PER;
Fred_Edson_Lafortune;Octavio Paz;PER;
Fred_Edson_Lafortune;s’;PER;
Fred_Edson_Lafortune;Jakobson;PER;
Fred_Edson_Lafortune;Michael Riffaterre;PER;
Fred_Edson_Lafortune;Lafortune;PER;
Fred_Edson_Lafortune;l’;PER;
Fred_Edson_Lafortune;Henri Miller;PER;
Fred_Edson_Lafortune;Jean Watson Charles;PER;Jean
Fred_Edson_Lafortune;James Pubien;PER;
Fred_Edson_Lafortune;Fred Edson Lafortune;PER;
Fred_Edson_Lafortune;Anse-à-Veau;LOC;
Fred_Edson_Lafortune;Haïti;LOC;
Fred_Edson_Lafortune;Astruc;LOC;
Fred_Edson_Lafortune;Anse-à-Veau;LOC;
Fred_Edson_Lafortune;Port-au-Prince;LOC;
Fred_Edson_Lafortune;Faculté de Droit des Gonaïves;ORG;
Fred_Edson_Lafortune;École Normale;ORG;
Fred_Edson_Lafortune;Paris;LOC;
Fred_Edson_Lafortune;Société des Poètes Français;ORG;
Fred_Edson_Lafortune;SPF;ORG;
Fred_Edson_Lafortune;Collège de France;LOC;
Fred_Edson_Lafortune;France;LOC;
Fred_Edson_Lafortune;Paris;LOC;
Fred_Edson_Lafortune;Planète Mots;PER;
Fred_Edson_Lafortune;Onde Poétique;LOC;
Fred_Edson_Lafortune;Radio Enghien;LOC;
Louis_Joseph_Janvier;Louis Joseph Janvier;PER;
Louis_Joseph_Janvier;Port-au-Prince;LOC;
Louis_Joseph_Janvier;Morne-à-Tuf;LOC;
Louis_Joseph_Janvier;Pétion ;LOC;
Louis_Joseph_Janvier;Soulouque;PER;
Louis_Joseph_Janvier;Geffrard;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Paris;LOC;
Louis_Joseph_Janvier;Lille;LOC;
Louis_Joseph_Janvier;Société d’;ORG;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Haïtiens;LOC;
Louis_Joseph_Janvier;L’;LOC;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Louis Joseph Janvier;PER;
Louis_Joseph_Janvier;Michelet;PER;
Louis_Joseph_Janvier;C’;LOC;
Louis_Joseph_Janvier;Charles Leconte de Lisle;PER;
Louis_Joseph_Janvier;Judith Gautier;PER;
Louis_Joseph_Janvier;François Coppée;PER;
Louis_Joseph_Janvier;Stéphane Mallarmé;PER;
Louis_Joseph_Janvier;José;PER;
Louis_Joseph_Janvier;Maria de Hérédia;PER;
Louis_Joseph_Janvier;Maurice Barrès;PER;
Louis_Joseph_Janvier;Élisée Reclus;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Londres;LOC;
Louis_Joseph_Janvier;James;PER;
Louis_Joseph_Janvier;Britannique;LOC;
Louis_Joseph_Janvier;Jeanne;PER;
Louis_Joseph_Janvier;Maria Windsor;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Ludovic Janvier;PER;
Louis_Joseph_Janvier;s’;PER;
Louis_Joseph_Janvier;Londres;LOC;
Louis_Joseph_Janvier;s’;LOC;
Louis_Joseph_Janvier;Paris;LOC;
Louis_Joseph_Janvier;Duraciné Vaval;PER;
Louis_Joseph_Janvier;Paris;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïti;PER;
Louis_Joseph_Janvier;c’;PER;
Louis_Joseph_Janvier;Europe;LOC;
Louis_Joseph_Janvier;s’;PER;
Louis_Joseph_Janvier;s’;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïtiens;PER;
Louis_Joseph_Janvier;Société d’;ORG;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïti;PER;
Louis_Joseph_Janvier;Paradis;LOC;
Louis_Joseph_Janvier;Colomb;PER;
Louis_Joseph_Janvier;Européens;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïtiens;LOC;
Louis_Joseph_Janvier;Jules Auguste;PER;
Louis_Joseph_Janvier;Arthur Bowler;PER;
Louis_Joseph_Janvier;Clément Denis;PER;
Louis_Joseph_Janvier;Justin Prévost;PER;
Louis_Joseph_Janvier;Victor Schœlcher;PER;
Louis_Joseph_Janvier;Ramón Emeterio Betances;PER;
Louis_Joseph_Janvier;s’;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïtiens;LOC;
Louis_Joseph_Janvier;l’;LOC;
Louis_Joseph_Janvier;s’;PER;
Louis_Joseph_Janvier;Haïtiens;LOC;
Louis_Joseph_Janvier;Dette;LOC;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;c’;PER;
Louis_Joseph_Janvier;Haïtiens;LOC;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Europe;LOC;
Louis_Joseph_Janvier;s’;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Jacques;PER;
Louis_Joseph_Janvier;Stephen Alexis;PER;
Louis_Joseph_Janvier;L’Espace;PER;
Louis_Joseph_Janvier;Victor Cochinat;PER;
Louis_Joseph_Janvier;Antilles;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïti ;PER;
Louis_Joseph_Janvier;Dette;LOC;
Louis_Joseph_Janvier;la Rançon;LOC;
Louis_Joseph_Janvier;Bismarck;PER;
Louis_Joseph_Janvier;Disraëli;PER;
Louis_Joseph_Janvier;Fish;PER;
Louis_Joseph_Janvier;Guadeloupe;LOC;
Louis_Joseph_Janvier;Martinique;LOC;
Louis_Joseph_Janvier;c’;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;La France;LOC;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;la France;LOC;
Louis_Joseph_Janvier;C’;LOC;
Louis_Joseph_Janvier;Michelet;PER;
Louis_Joseph_Janvier;Haïti c’;PER;
Louis_Joseph_Janvier;c’;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Cochinat;PER;
Louis_Joseph_Janvier;l’Histoire;PER;
Louis_Joseph_Janvier;Blancs ;PER;
Louis_Joseph_Janvier;Ils s’;PER;
Louis_Joseph_Janvier;Dessalines;PER;
Louis_Joseph_Janvier;Pétion;PER;
Louis_Joseph_Janvier;Geffrard;LOC;
Louis_Joseph_Janvier;Capois;LOC;
Louis_Joseph_Janvier;Férou;LOC;
Louis_Joseph_Janvier;Toussaint;LOC;
Louis_Joseph_Janvier;Brave;LOC;
Louis_Joseph_Janvier;Christophe;LOC;
Louis_Joseph_Janvier;Cangé;LOC;
Louis_Joseph_Janvier;Vernet;LOC;
Louis_Joseph_Janvier;Gérin;LOC;
Louis_Joseph_Janvier;Jean;PER;Jean
Louis_Joseph_Janvier;Louis François;PER;
Louis_Joseph_Janvier;Magny;PER;
Louis_Joseph_Janvier;Louise Gabart;PER;
Louis_Joseph_Janvier;Boisrond;PER;
Louis_Joseph_Janvier;Tonnerre;LOC;
Louis_Joseph_Janvier;Si tu t’;LOC;
Louis_Joseph_Janvier;Haïtiens;LOC;
Louis_Joseph_Janvier;M. Cochinat ;PER;
Louis_Joseph_Janvier;Toussaint;PER;
Louis_Joseph_Janvier;Louverture;PER;
Louis_Joseph_Janvier;Afrique;LOC;
Louis_Joseph_Janvier;Amérique;LOC;
Louis_Joseph_Janvier;La République d’Haïti;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Haïtiens;LOC;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;États-Unis;LOC;
Louis_Joseph_Janvier;Morne Saint;ORG;
Louis_Joseph_Janvier;Europe;LOC;
Louis_Joseph_Janvier;Europe;LOC;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïtiens;LOC;
Louis_Joseph_Janvier;C’;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;L’;ORG;
Louis_Joseph_Janvier;Renan;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Renan;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;l’;PER;
Louis_Joseph_Janvier;Renan;PER;
Louis_Joseph_Janvier;Lumières;LOC;
Louis_Joseph_Janvier;c’;PER;
Louis_Joseph_Janvier;la France;LOC;
Louis_Joseph_Janvier;la France;LOC;
Louis_Joseph_Janvier;Diderot;PER;
Louis_Joseph_Janvier;Raynal;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïti;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;s’;LOC;
Louis_Joseph_Janvier;L’;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïti;PER;
Louis_Joseph_Janvier;Haïtiens;LOC;
Louis_Joseph_Janvier;Dessalines;PER;
Louis_Joseph_Janvier;Christophe;PER;
Louis_Joseph_Janvier;Pétion;PER;
Louis_Joseph_Janvier;Toussaint Louverture;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Boyer;LOC;
Louis_Joseph_Janvier;Dette;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;c’;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïti ;PER;
Louis_Joseph_Janvier;Rome;LOC;
Louis_Joseph_Janvier;Geffrard;PER;
Louis_Joseph_Janvier;Démesvar Delorme;PER;
Louis_Joseph_Janvier;Piquets;PER;
Louis_Joseph_Janvier;Cacos;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Janvier s’;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;s’;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Europe;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;État;LOC;
Louis_Joseph_Janvier;L’;LOC;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Mimose Carminier;PER;
Louis_Joseph_Janvier;Foncine;PER;
Louis_Joseph_Janvier;Bordeaux;LOC;
Louis_Joseph_Janvier;l’;LOC;
Louis_Joseph_Janvier;Edriss;PER;
Louis_Joseph_Janvier;Alexandrie;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;États;LOC;
Louis_Joseph_Janvier;États impérialistes;LOC;
Louis_Joseph_Janvier;Mimose;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Lumières;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Du Gouvernement;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Petite Espagne;LOC;
Louis_Joseph_Janvier;Hispañola;LOC;
Louis_Joseph_Janvier;s’;LOC;
Louis_Joseph_Janvier;Grande Terre;LOC;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;L’;LOC;
Louis_Joseph_Janvier;s’;LOC;
Louis_Joseph_Janvier;L’;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Anténor;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Vaval;PER;
Louis_Joseph_Janvier;c’;PER;
Louis_Joseph_Janvier;Shakespeare;PER;
Louis_Joseph_Janvier;Démesvar Delorme;PER;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Ghislain Gouraige;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Louis Joseph Janvier;PER;
Louis_Joseph_Janvier;Paris;LOC;
Louis_Joseph_Janvier;Haïti;LOC;
Louis_Joseph_Janvier;Januarius;PER;
Louis_Joseph_Janvier;Haïtiens;LOC;
Louis_Joseph_Janvier;Général Cocoyo;PER;
Louis_Joseph_Janvier;Paris;LOC;
Louis_Joseph_Janvier;E. Dentu;PER;
Louis_Joseph_Janvier;Selve;LOC;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;C’;PER;
Louis_Joseph_Janvier;Janvier;PER;
Louis_Joseph_Janvier;Louis Joseph Janvier;PER;
Louis_Joseph_Janvier;Louis;PER;
Louis_Joseph_Janvier;Joseph Janvier;PER;
Louis_Joseph_Janvier;JVER;ORG;
Louis_Joseph_Janvier;Ecole;LOC;
Louis_Joseph_Janvier;Médecine;LOC;
Louis_Joseph_Janvier;Louis;PER;
Louis_Joseph_Janvier;Joseph Janvier;PER;
Louis_Joseph_Janvier;Louis Janvier;PER;
Louis_Joseph_Janvier;Janvier;PER;
Denize_Lauture;Denizé Lauture;PER;
Denize_Lauture;Denize Lotu;LOC;
Denize_Lauture;Montagne de Jacmel;LOC;
Denize_Lauture;Haïti;LOC;
Denize_Lauture;Denizé Lauture;PER;
Denize_Lauture;Haïti;LOC;
Denize_Lauture;Harlem;LOC;
Denize_Lauture;City College;LOC;
Denize_Lauture;New York;LOC;
Denize_Lauture;B.A.;LOC;
Denize_Lauture;M.S.;LOC;
